Paragraph Text,Score
كتب كثير من الكتاب هواجسهم وأعادوا كتابتها دون إرادتهم، تماما مثلما فعلت أنت. فأعمال مثل أرض العجائب الحارة ورقص رقص رقص ويوميات طائر الزنبرك وسوتنيك الحبيبة تطلب أن تقرأ كما لو أنها أعمال مختلفة لنفس الموضوعة رجل فقد أو ترك من شخص آخر يثير رغبته، ويصير بعدها مجذوبا بعدم قدرته لنسيانها إلى عالم مواز يبدو وكأنه يقدم له إمكانية استعادة ما كان قد فقده، إمكانية يعرف هو (والقارئ) أن الحياة كما يعرفها يستحيل أن تقدمها. هل توافقني على هذا التوصيف,3
نعم.,0
ما مدى مركزية هذا الهاجس في أعمالك,1
لا أدري لم أواصل كتابة هذه المواضيع. يوجد شخصية في كل كتابات جون إيرفن دائما تكون قد فقدت عضوا من جسدها. لا أدري لم يواصل الكتابة عن الأجزاء المفقودة، ربما هو لا يعرف أيضا. ينطبق الأمر نفسه علي. يفتقد بطل روايتي على الدوام لأمر ما، ويأخذ في البحث عنه، مثل الكأس المقدسة أو مثل شخصية فيلي مارلو.,7
لن تحتاج إلى مستقص إلا إذا فقدت أمرا ما.,2
تماما. عندما يفقد بطل روايتي أمرا ما، تقع على كاهله مسؤولية البحث عنه. يصير البطل مثل أوديسيوس، حيث يواجه الكثير من الأمور الغريبة في رحلة البحث.,7
في طريق عودته إلى البيت.,2
عليه أن ينجو من تلك التجارب، وفي النهاية يجد ما كان يبحث عنه، ولكنه لا يعود متأكدا ما إذا كان ما وجده هو ما فقده. هنا تكمن الموضوعة الثانوية في أعمالي. من أين تأتي هذه الأفكار لا أعلم، إلا أنها تناسبني، وهي القوة الدافعة لقصصي الفقد والبحث ثم العثور. وتكون خيبة الأمل هي الوعي الجديد بالعالم.,6
خيبة الأمل بوصفها طقس للعبور,6
هذا ما أعنيه. تصير التجربة بحد ذاتها معنى. وقد تغير البطل في أثناء خوضه لهذه التجربة، وهذا هو محور العمل. ليس في ما وجده، بل في ما صار إليه.,6
أود سؤالك عن ترجمة أعمالك، بما أنك أنت نفسك مترجم، خصوصا لإدراكك للخطورة التي تنطوي عليها الترجمة. كيف تختار مترجمي أعمالك,2
لدي ثلاثة مترجمين مفضلين، والقاعدة عندي من يأتي أولا، يحصل على فرصة الترجمة. نحن أصدقاء وصريحون ولذلك فهم يقرؤون أعمالي، ثم يقرر أحدهم بأن العمل أعجبه وأنه يود ترجمته، وأعطيه له. وبصفتي مترجما، أعلم أن الحماس للترجمة أهم جزء في العملية، لأن المترجم مهما كان محترفا، لو لم يكن يحب الكتاب لدرجة عالية، فستكون الترجمة رديئة. تتطلب الترجمة جهدا ووقتا كبيرين.,8
ألا يتقاتل المترجمون الثلاثة على أعمالك فيما بينهم,1
البتة. لكل واحد منهم تفضيلاته في النهاية، ولكل منهم شخصية مختلفة. عند الحديث مثلا عن رواية كافكا على الشاطئ، أعجب بها فل، ولكن جاي لم يكن متحمسا لها. فل شخص متواضع ومؤدب. أما جاي فهو صاحب شخصية قوية وشديد الانتباه إلى التفاصيل. ألفريد بوهيمي إلى حد ما ولا أعرف مكانه في هذه اللحظة، فهو قد تزوج امرأة ناشطة من ماينمار. تعتقلهم الحكومة بين الفينة والأخرى. ألفريد شخص لطيف وحر كما يجب أن يكون أي مترجم، إلى الحد الذي يجعله يغير في النص الذي يترجمه أحيانا. هذا هو أسلوبه.,5
كيف تتعاون مع مترجميك حدثني عن سير العملية.,3
يسألونني عن كثير من الأمور في أثناء الترجمة، واقرأ العمل لأول مرة عند تجهيز المسودة الأولى. أقترح عليهم تعديلات أحيانا. النسخة الإنجليزية لرواياتي تحمل أهمية كبيرة لأن بعض الدول الصغيرة، مثل كرواتيا وسلوينيا، تترجمها عن الإنجليزية لا عن اليابانية، وهذا يوجب أن تكون الترجمة دقيقة. أما في أغلب دول العالم فتترجم أعمالي عن النصوص اليابانية الأصلية مباشرة.,8
هل يعكس تفضيلك لترجمة الكتاب الواقعيين مثل كارر ويتزجيرالد وإيرفن ذوقك القرائي أم أن ترجمتك لهم تساعدك في كتابتك كطريقة لغمس نفسك في أسلوب كتابي يختلف عنك,2
كل من ترجمت لهم كتبوا أعمالا تعلمت منها أمرا أو اثنين. وهذا هو أهم ما في الموضوع. أتعلم كثيرا من الكتاب الواقعيين، لأن عملهم يتطلب نوعا من القراءة النقدية المتروية لتكون قادرا على ترجمته، وبإمكاني أن أرى أسرارهم. لو كنت أترجم الأعمال ما بعد الحداثية لكتاب مثل دون ديليو أو جون بارث أو توماس ينشون، فسيحصل صدام جنوني ضد جنونهم. أحب أعمالهم بدون منازع، ولكني عندما أترجم، أختار الكتب الواقعيين.,8
غالبا ما يشار إلى أعمالك على أنها أكثر وأسهل الأعمال اليابانية الأدبية وصولا ومقروئية لدى القارئ الأميركي إلى الدرجة التي صرت فيها أنت نفسك تحمل لقب أحد أشهر الكتاب الغربيين اليابانيين. أود سؤال عن رأيك بعلاقتك بالثقافة اليابانية,2
لا أريد الكتابة عن أجانب في أراضي أجنبية غريبة، بل أريد الكتابة عنا. أريد الكتابة عن اليابان وعن الحياة فيها. وأرى هذا مهم بالنسبة لي. كثير من الناس أخبروني بأن أعمالي ذات مقروئية عالية عند الغربيين، وقد يكون هذا صحيح، إلا أن قصصي تخصني، وليست مغربنة.,8
كثير من مرجعياتك وإشاراتك التي تبدو غربية بالنسبة للأميركيين هي في واقع الأمر جزء لا يتجزأ من المشهد الثقافي الياباني، مثل البيتلز.,3
عند كتابتي عن أناس يأكلون الهامبرغر من ماكدونالدز، يستعجب الأميركيين ويسألون عن سبب أكل هذه الشخصية للهامبرغر بدلا من التوفو، وما لا يدركونه أن أكل الهامبرغر في اليابان أمر طبيعي للغاية.,9
هل بمقدورك الادعاء بأن أعمالك تصور حياة اليابان الحضرية المعاصرة بدقة,4
الطريقة التي تتفاعل فيها الشخصيات وتتحدث وتفكر في أعمالي يابانية للغاية. لم يعترض أي قارئ ياباني إطلاقا على إعمالي تحت ذريعة أن قصصي تختلف عن حياتهم. أحاول على الدوام الكتابة عن اليابانيين. أريد الكتابة عنا وعن تطلعاتنا. هذا هو موضوعي حسبما أظن.,8
ذكرت قبلا في إشارتك إلى يوميات طائر الزنبرك بأنك كنت مهتما بوالدك وبما حصل معه وبكل جيله، ولكن الغريب هو غياب أي عنصر أبوي في الرواية، وفي أي من أعمالك أيضا. كيف يظهر اهتمامك بأبيك في الكتاب,3
كتبت كل رواياتي تقريبا بضمير المتكلم. تتمثل وظيفة بطلي الأساسية في مراقبة الأمور تحدث من حوله، وبالتالي فهو يرى ما عليه رؤيته، أو ما يفترض به رؤيته. تشبه شخصية بطلي شخصية نيك كاراواي في رواية اتسبي العظيم. فهو محايد، وللحفاظ على حياديته، عليه التخلص من علاقته القريبة والتحرر من أي علاقة عائلية رأسية.,9
أعتبر هذا ردي على الحقيقة القائلة أن العائلة تؤدي دورا أساسيا في الأدب الياباني التقليدي. أردت أن أصور بطلي على أنه فرد مطلق ومستقل. وشخصيته بوصفه جوالا في المدينة تساهم في بناء هذا التصور عنه. بطلي شخصية تختار الحرية والعزلة بدلا من الحميمية والروابط الشخصية.,8
وأنا أقرأ قصة الضفدع الخارق ينقذ طوكيو في مجموعتك القصصية الأخيرة، والتي يحصل فيها أن دودة فضائية عملاقة تسكن تحت طوكيو تهدد بتدميرها، لم أتمكن من التوقف عن التفكير في المانغا وأسلوب أفلام الوحوش اليابانية القديمة. كما توجد أيضا في اليابان أسطورة تقليدية عن السمكة القطة العملاقة التي تسكن في خليج اليابان وتستيقظ مرة كل خمسين عاما مسببة زلزالا. هل لهذه الإشارات أي أثر عليك ماذا عن المانغا هل لأي من ذلك علاقة بأعمالك,3
كلا، لا أعتقد بوجود علاقة. لست من معجبي المانغا المهووسين ولم أتأثر بأي مما قلت.,1
ماذا عن الفلكلور الياباني,2
في صغري، سمعت الكثير من القصص اليابانية الفلكلورية والقديمة، ولمثل هذه القصص أهمية كبرى في وقت ترعرع المرء. قد تكون فكرة الضفدع الخارق من مستودع القصص الفلكلورية. للأميركيين مستودع قصصهم وللألمانيين والروسين وهلم جرا. ولكن يوجد مستودع قصص مشترك يمكن للكل أن يرده، مثل رواية الأمير الصغير وماكدونالدز والبيتلز.,8
مستوع الثقافة الشعبية العالمية.,1
للسرديات أهمية بالغة في كتابات اليوم. لا ألقي بالا بالنظريات. لا أهتم بالمفردات. ما يهمني فقط هو السرد والسرد فقط. لدينا الآن نوع جديد من الفلكلور والذي نتج عن عالم الإنترنت. كأن في الأمر كناية ما. لقد شاهدت فيلم المصفوفة وأراه كقصة فلكلورية للعقل المعاصر، ولكن الناس في اليابان قالوا بأنه ممل.,3
هل شاهدت قبلا فيلم هايو ميازاكي المخطوفة يبدو لي أن ثمة تشابهات بينه وبين أعمالك، خصوصا أنه أيضا يتلاعب بالمواد الفلكلورية بطرق معاصرة. هل تستمع بأفلامه,3
كلا. لا أحب أفلام الأنمي. تابعت جزءا قصيرا من الفيلم، ولكنه لم يستهوني. ولا أستمتع بهذا النوع من الأعمال. عندما أكتب رواياتي، تحضرني صورة، وتكون تلك الصورة راسخة للغاية.,7
هل تذهب إلى السينما عادة,1
نعم. طوال الوقت. مخرجي المفضل فنلندي واسمه آكي كوريسماكي. أعجبتني كل أفلامه، لخروجه عن المألوف طوال الوقت.,7
بالإضافة إلى كونه طريف.,1
طريف للغاية.,1
ذكرت آنفا أن الحس فكاهي مهم في المحافظة على الاستقرار العقلي. هل تراه مفيدا في أي أمر آخر,1
أريد لقرائي أن يضحكوا بين تارة وأخرى. يقرأ كثير من اليابانيين كتبي وهم يستقلون القطار. يقضي موظفو الياقات البيضاء المتفانون في اليابان ساعتين يوميا في عمليات التنقل، ويستغلونها في القراءة. ولهذا تطبع أغلب رواياتي في كتابين (جزئين)، لأنها ستكون ثقيلة إذا طبعت في كتابة واحد. تصلني رسائل من قراء يشتكون من أن رواياتي تجعلهم يضحكون وهم في القطارات! الأمر محرج لهم. هذه الرسائل هي الأحب إلى قلبي. بها أعلم أنهم يضحكون وهم يقرؤون كتبي، وهذا أمر جيد. أحب دفع الناس للضحك كل عشر صفحات مرة.,8
أهذه صيغتك السرية,1
لا أحسب الأمر تماما، ولو تمكنت، فسيكون عظيما. أحببت قراءة أعمال كيرت فونت وريتشارد بروتيان في سنين الجامعة. تمكنوا من إظهار حسهم الفكاهي مع أن أعمالهم كتبت بقدر كبير من الجدية. تستهويني هذه الكتب. المرة الأولى التي قرأت فيها فونت وبروتيان، تفاجأت أن مثل هذه الكتب موجودة أصلا! كان الأمر أشبه باكتشاف العالم الجديد.,6
ولكنك لم تحاول أن تكتب أعمالا مثلها,1
أرى هذه الحياة المدينية الحضرية على أنها مهزلة. أجهزة تلفاز بأكثر من قناة، والأغبياء في الحكومة نحن نعيش ملهاة، ولذلك أحاول أن أكون جديا، وكلما زدت من جديتي، صرت هزليا أكثر. كنت جادا للغاية وأنا في التاسعة عشرة من عمري بين عامي و. كانت أوقاتا جدية، واعتاد الناس وقتها فكرة المثالية.,9
من المدهش أن روايتك الغابة النرويجية، والتي تدور أحداثها في تلك الفترة، أن تكون أقل أعمالك فكاهة.,2
يمكن أن تستنتج من ذلك أن جيلنا جيل جدي، ولكن عندما تتذكر تلك الأيام ستراها هزلية للغاية! عشنا أوقاتا غريبة، ولذلك فنحن جيلي معتادون على الأمر.,7
يعد عدم جلب الاهتمام إلى العناصر الفانتازية في قصتك أحد أهم القواعد المحورية للواقعية السحرية، ولكن تجاهلت هذه القعدة شخصياتك تعلق دائما على غرابة خط سير القصة وتحفز القارئ ليلاحظها. ما الهدف من ذلك ولماذا,1
سؤالك لذيذ. دعني أفكر فيه أعتقد أن هذا ينبع من ملاحظتي لغرابة العالم. يختبر أبطالي ما أختبره في أثناء كتابتي للقصة، وهو ما يختبره القارئ أيضا خلال قراءته لأعمالي. يكتب غارثيا ماركيز وكافكا أدبا أدبا كلاسيكيا، أما قصصي فهي حقيقية ومعاصرة وتحتوي في داخلها تجربة ما بعد حداثية. فكر في قصصي على أنها موقع تصوير أفلام، بحيث تكون كل الأدوات المساعدة على تصوير الفيلم موجودة الكتب في الأرفف على الحائط، ولكنها مزيفة، فالحيطان مصنوعة من الورق. من ناحية الواقعية السحرية، تكون الحيطان والأرفف حقيقية، ولكن لو كان أي شيء زائف في رواياتي، فأحب أن أشير إلى أنه زائف. لا أريده أن يؤدي دوره كعنصر حقيقي.,8
لنواصل استخدم استعارة موقع تصوير الفيلم، ألا يظهر سحب الكاميرا إلى الوراء قليلا باقي الاستديو,1
لا أريد إقناع القارئ بأن الحيطان والأرفف حقيقية، أريده أن يراها كما هي. أرغب بتذكير القارئ بأنه يقرأ قصة، قصة زائفة. لكنك حين تختبر الزائف على أنه حقيقي، يصير حقيقيا. يصعب الشرح أكثر من ذلك.,8
في القرن التاسع عشر وبدايات القرن العشرين، قدم الكتاب للقراء العالم الحقيقي كما هو، وكذا كانت مهمتهم. في رواية الحرب والسلام يصف تولستوي أرض المعركة للدرجة التي يراها القارئ أمامه حقيقة. لا أريد أن أكتب بهذه الطريقة. لن أتظاهر بأن المشهد حقيقي. نعيش في عالم زائف، ونشاهد أخبارا مسائية زائفة ونخوض حربا زائفة. حكومتنا زائفة. إلا أننا نعثر على الحقيقي في هذا العالم الزائف. وعلى قصصنا أن تكون هكذا، أن نمشي في وسط مشاهد زائفة، ولكنا نحن، وفي أثناء مشينا بين هذه المشاهد، حقيقيون. المواقف حقيقية، بمعنى أن ثمة التزام يتولد وعلاقة حقيقية معها. هذا ما أريد الكتابة عنه.,2
نجدك في أعمالك تعاود كتابة تفاصيل الحياة العادية والمملة.,1
تستهويني التفاصيل. كان تولستوي يكتب التفاصيل بشمولها، أما أنا فأركز كتابة التفاصيل على مساحة غاية في الصغر. بوصفك لتفاصيل الأمور الصغيرة، يصير تركيزك مشحوذا أكثر، ولكن في حالة تولستوي، يحصل العكس، تصير الحالة غير حقيقية. هكذا أريد لكتاباتي أن تكون.,8
أن تركز عن قرب إلى الدرجة التي تتجاوز فيها منطقة الواقعية ومنطقة الحياة اليومية بحيث يصير الابتذال غريبا,8
كلما اقتربت أكثر، تبتعد عن الواقع أكثر. هذا أسلوبي.,8
ذكرت آنفا أن كافكا وغارثيا مركيز يكتبون الأدب، وهذا يأتي على النقيض من أعمالك، ألا تعتبر نفسك كاتبا للأدب,5
أكتب الأدب المعاصر، والذي يختلف تمام الاختلاف عما كتبوه. في عصر كافكا مثلا، لم يكن لديهم إلا الموسيقى والكتب والمسرح، أما الآن فلدينا الإنترنت والأفلام وتأجير أشرطة الفيديو والكثير من وسائل التسلية. صارت المنافسة على انتباه الناس عالية في عصرنا، والمعضلة الرئيسية التي تواجهنا جميعا هي الوقت في القرن التاسع عشر، كان لدى الناس أتحدث عن الطبقة الغنية الكثير من الوقت ليضيعوه، ولذلك كانوا يقرؤون الكتب الكبيرة. اتجهوا إلى الأوبرا وجلسوا فيها لثلاث أو أربع ساعات. سيكون من العظيم لو قرأ الناس رواية موبي ديك أو أعمال دوستويفسكي، ولكن لا وقت لديهم. نتيجة لكل ما قلته، لقد تغير وجه الأدب جذريا، وصار علينا أن نمسك الناس من تلابيبهم وأن ندفعهم للقراءة. صار كتاب الرواية المعاصرون يلجؤون إلى تقنيات من أجناس وأنواع فنية أخرى مثل الجاز وألعاب الفيديو غيرها في أعمالهم. أعتقد أن ألعاب الفيديو الآن الأقرب إلى الروايات من أي أمر آخر.,9
ألعاب الفيديو,0
نعم. عن نفسي، لا أحب ألعاب الفيديو، ولكني ألاحظ التشابهات بينها وبين الرواية. أشعر في أثناء كتاباتي بأني أصمم لعبة فيديو، وفي الوقت نفسه، أشعر بأني اللاعب. صممت برنامجا، وصرت في داخله، ولا يعرف ساعدي الأيسر ما يفعله ساعدي الأيمن. ثمة انفصال واقع. شعور بالانشطار.,6
هل تحاول أن تقول بأن وعلى الرغم من عدم معرفتك لما يحصل من أحداث في أثناء الكاتبة، إلا أن جزءا منك يعرف ما سيحصل,1
بشكل غير واعي أعتقد. لحظة انغماسي في الكتابة، أعرف بشعور المؤلف وأعرف بشعور القارئ، وهو ما يمنحني سرعة في الكتابة، لأني أرغب بمعرفة ما سيحصل تاليا بقدر ما يرغب القارئ، ولكن يجب عليك إيقاف تدفق التيار في بعض الأحيان، مثلا، لو كان سريعا للغاية، سيتعب الناس وسيملون. ينبغي لك أن تساعدهم على التوقف في بعض المراحل.,8
وكيف تفعل ذلك,1
يراودني شعور. أعرف أن الوقت صار مناسبا للتوقف.,8
كيف تستفيد من الجاز والموسيقى بشكل عام في أعمالك,2
بدأت بالاستماع إلى الجاز منذ كنت في الثالثة عشرة من عمري، وللموسيقى تأثير كبير قوي علي الأوتار، الألحان، الإيقاع، وتعينني موسيقى البلوز على الكتابة. رغبت في الماضي بخوض تجربة الموسيقى، ولكني لم أتمكن من العزف على الآلات بدقة، فصرت كاتبا. ثمة تشابه بين كتابة رواية وعزف آلة موسيقية أبدأ أولا بعزف المقدمة، ثم آخذ بالارتجال، وبعدها تكون الخاتمة.,8
في مقطوعات الجاز التقليدية، تعزف المقدمة مرة أخرى في الخاتمة، هل تفعل المثل,2
بين الفينة والأخرى. أنظر للجاز على أنه رحلة رحلة ذهنية. رحلة لا تختلف عن الكتابة.,7
من هم مغنو الجاز المفضلين لديك,2
كثيرون! أحب ستان يتس ويري موليان، لأنهم كانوا في سنين مراهقتي من أفضل الموسيقيين. أحب أيضا الاستماع إلى مايلز دافيز وتشارلي باركر. ولو سألني لمن أستمع أكثر، فستكون إجابتي مايلز في فترة الخمسينات والستينات. طالما كان مايلز بديعا، والتزم بثوراته الفنية أحبه جدا.,8
هل تستمع لكولترين,3
نعم ولا. فهو يبالغ أحيانا، ويصير ملحاحا.,8
هل تستمتع لأي أنواع موسيقية أخرى,1
أحب الموسيقى الكلاسيكية، وخصوصا الموسيقى الباروكية. وفي كتابي الجديد كافكا على الشاطئ، يستمع بطلي إلى موسيقى راديوهيد ورينس.,8
كما هو متوقع.,0
قرأت قبل فترة الملاحظات على ألبوم لراديوهيد، وقال أنه معجب بكتبي، وكنت فخورا جدا بهذا.,0
هل لك أن تخبرني ببعض المعلومات عن كافكا على الشاطئ,3
أكثر كتبي تعقيدا حتى اللحظة. أكثر تعقيدا من يوميات طائر الزنبرك، ويكاد يكون مستحيلا شرحه.,8
في الرواية قصتين تسيران بالتوازي. بطل الرواية صبي عمره سنة، واسمه الأول كافكا. في القصة الأخرى، يكون بطل القصة قد بلغ سنة من العمر، وأمي لا يقرأ ولا يكتب. كائن بسيط، ولكن بوسعه التحدث مع القطط. أما كافكا الطفل، فيكون والده قد لعنه لعنة أوديبية ستقتلني أنا أبوك، وستمارس الجنس مع أمك. ويهرب الطفل من والده ليهرب من اللعنة، ويذهب إلى مكان سحيق، ويبدأ باختبار عالم غريب للغاية وغير واقعي، عالم يشبه الأحلام.,8
من ناحية المبنى، فهي تشبه أرض العجائب الحارة ونهاية العالم وتحاول التنقل بين العالمين، بين الفصل والآخر، بين القصتين,5
أصبت. في البداية كنت أحاول كتابة جزء ثان لـ أرض العجائب الحارة ونهاية العالم، ولكن قررت لاحقا كتابة قصة مختلفة تماما، إلا أنهما تتشاركان الروح نفسها. وموضوع الرواية وجود العالم الحالي وعالم آخر وكيف يمكنك التنقل بينهما.,7
يشوقني ذلك لقراءة الرواية لأن أرض العجائب الحارة ونهاية العالم هي الرواية المفضلة لدي من بين أعمالك.,2
والمفضلة لي أيضا. رواية كافكا على الشاطئ طموحها السماء أيضا، لأن الأبطال في كل أعمالي يكونون في سنين العشرين أو الثلاثين، ولكن في هذا الرواية، يبلغ البطل عاما فقط.,8
مثل هولدن كولفيلد,1
أصبت. استمعت جدا بكتابة القصة، حيث تذكرت نفسي وأنا في الخامسة عشرة من عمري. أرى أن الذاكرة أهم مورد لدى الكائن البشري، لأنها وقود الروح، تحترق، فتشرح صدرك. ذاكرتي تشبه الخزانة بها العديد من الأدراج، وإذا رغبت في العودة إلى سن الخامس عشر أفتح درجا محددا، وأرى المشاهد التي رأيتها وأنا طفل في كوبه. أشم الهواء وألمس الأرض وأرى خضار الأشجار. ولهذا أردت كتابة هذه الرواية.,8
لتعود إلى تصوراتك عن العالم وأنت في الخامسة عشرة من عمرك,8
ما أهمية نشأتك في كوبه وليس في أي مكان آخر في اليابان على أسلوبك الجديد في الكتابة تسبق كوبه سمعتها بأنها مدينة عالمية مركزية.,3
الناس في كيوتو أغرب من الناس في كوبه! فهم محاطون بالتلال، وبالتالي عقليتهم تختلف.,7
ألم تولد أنت في كيوتو,2
بلى، ولكننا انتقلنا إلى كوبه وأنا في الثانية من عمري، وعليه، فأنا من كوبه. مدينة بحرية متاخمة لقطاع من التلال. لا أحب طوكيو، فهي مدينة مسطحة وواسعة وشاسعة. لا أحب الذهاب إليها.,6
ولكنك تعيش فيها! أجزم أن بإمكانك العيش في أي مكانه تحبه.,2
لأن هذا المكان يمنحني فرصة أن أكون مجهولا. الأمر نفسه ينطبق على نيويورك. لا أحد يعرفني في أي مكان. بمقدوري أن أستقل القطار، ولا يتعرف علي أحد. لي منزل في قرية صغيرة في ريف طوكيو، والكل يعرفني هناك. كلما خرجت للمشي، يعرفني الناس، ويكون الأمر مزعجا أحيانا.,8
ذكرت قبلا ريو موراكامي. يبدو أنه له خطة كتابية تختلف تماما عنك.,4
أكتب أنا بالأسلوب ما بعد الحداثي، أما هو فيكتب في الاتجاه السائد. ولكني عندما قرأت روايته أطفال خزانة النقود لأول مرة، صدمني العمل وقررت أن أكتب رواية قوية مثلها، وبعدها بدأت في كتابة مطاردة الخراف الجامحة. بيني وبينه تنافس من نوع ما.,7
هل تربطكما صداقة,2
تربطنا علاقة جيدة. لسنا أعداء، على الأقل. فموهبته طبيعية وقوية. كما لو أن لديه بئر نفط قريب في عقله. أما أنا، فبئري غائر في الأعماق، وكان علي أن أحفر وأحفر. تعبت كثيرا وأستغرق الأمر مني وقتا، ولكني وصلت إليه، وبعدها صرت أقوى وأكثر ثقة بنفسي. صارت حياتي منسقة ومرتبة. استمتعت بالحفر على هذا العمق.,7
العدد ، .,0
اريس رييو,0
ترجمة أنس سمحان,0
كالعادة مقال موفق وبل اكثر من رائع ، ما قريت للكاتب الياباني هاروكي بس هالمقال و بالذات هاي الجمل شجعتني لأقتني كتبه وأقرأ له . - كان بمقدوري الذهاب إلى سان بطرسبرغ أو إلى هوليوود الغربية إذا رغبت في ذلك. هنا تتمثل قوة الرواية، تهديك القدرة للسفر إلى أي مكان. الغرابة التي أشعر بها وأنا في الولايات المتحدة الأميركية تختلف عن الغرابة التي تنتابني في اليابان. كان الإحساس بها في أميركا واضحا ومباشرا وأعطتني تقديرا أوضح لنفسي. أؤمن أن عملي يقوم على ملاحظة الناس والعالم لا الحكم عليهم. آمل دائما في موضعة نفسي بعيدا عن الأحكام والخلاصات. أريد أن أترك الأمور مفتوحة على كل الاحتمالات في العالم وأشاركه الشعور نفسه. لا تعني النهايات شيئا إطلاقا. تتجسد عظمة الكتابة في أنها تمنحك القدرة على الحلم مستيقظا. وهي القوة الدافعة لقصصي الفقد والبحث ثم العثور. وتكون خيبة الأمل هي الوعي الجديد بالعالم. تغير البطل في أثناء خوضه لهذه التجربة، وهذا هو محور العمل. ليس في ما وجده، بل في ما صار إليه أحب دفع الناس للضحك كل عشر صفحات مرة.,0
لن يتم نشر عنوان بريدك الإلكتروني. الحقول الإلزامية مشار إليها بـ,0
التعليق,0
الاسم,0
البريد الإلكتروني,0
الموقع الإلكتروني,0
احفظ اسمي، بريدي الإلكتروني، والموقع الإلكتروني في هذا المتصفح لاستخدامها المرة المقبلة في تعليقي.,0
اسم المستخدم أو البريد الإلكتروني,0
كلمة المرور,0
تسجيل الدخول,0
الأخبار,0
اقرأ,0
تك,0
فـن,0
تعليم,0
الموسوعة,0
شاهد,0
ملهمون!,0
مدونات,0
قوائم,0
افضل الافلام,0
أكشن,0
رعب,0
أنمي,0
خيال العلمي,0
الكوميديا,0
دراما,0
تشويق واثارة,0
هندية,0
كوميكس,0
وثائقية,0
نتفلكس,0
فانتازيا والمغامرات,0
رومانسية,0
المسلسلات,0
مسلسلات نتفلكس,0
مسلسلات تركية,0
مسلسلات سورية,0
مسلسلات كورية,0
مسلسلات مصرية,0
أفضل مسلسلات,0
أفضل أفلام,0
كادجيب,0
هواتف,0
أفضل هواتف,0
سامسونج,0
هواوي,0
آيفون,0
شاومي,0
أجهزة لوحية,0
لابتوبات,0
سماعات,0
سيارات كهربائية,0
طابعات,0
كاميرات,0
ألعاب,0
كتب,0
روايات,1
تريند,0
الاسم الكامل,0
الاسم باللغة الانجليزية,0
الوظائف,0
"كاتب , مترجم",0
تاريخ الميلاد,0
يناير,0
الجنسية,0
يابانية,1
مكان الولادة,0
"اليابان , كيوتو",0
البرج,0
الجدي,0
الحسابات الاجتماعية,0
روائي ومترجم ياباني شهير، حصدت أعماله العديد من الجوائز العريقة. من أشهر أعماله الغابة النرويجية، وكافكا على الشاطئ.,10
هاروكي موراكامي روائي ومترجم ياباني، حازت أعماله الخيالية والواقعية على ثناء النقاد حول العالم وليس في اليابان فحسب. يعتبر من أهم مؤلفي مرحلة ما بعد الحداثة الأدبية، وتتميز أعماله بالسيريالية والعدمية. فغالبا ما تتحدث أعماله عن الوحدة والغربة. وقد حصد العديد من الجوائز العريقة، مثل جائزة فرانز كافكا ، وجائزة فرانك أوكونور الدولية للقصة القصيرة ، وجائزة القدس .,10
ومن العجيب أن موراكامي لم يحلم أبدا بأن يصبح كاتبا، بل دخل إلى مجال الكتابة الأدبية بمحض الصدفة. بعد انتهاءه من دراسة الدراما، افتتح مقهى ولم يخطر بباله أبدا أن يعمل في مجال الكتابة. وأثناء مشاهدته لإحدى مباريات البيسبول، داهمه الإلهام لكتابة رواية، ومنذ ذلك الوقت لم يتوقف عن الكتابة. كانت أولى روائعه الأدبية عبارة عن رواية من صفحة، شارك بها في مسابقة للكتاب الجدد. فاز حينها بأول جائزة أدبية له، مما دفعه لكتابة المزيد من الروايات.,10
سرعان ما أغلق المقهى الخاص به، واتخذ من الكتابة مهنة دائمة. واليوم يعد أحد أعظم الكتاب الأحياء على وجه الأرض، كما وصفته بذلك جريدة الجارديان .,10
ولد هاروكي موراكامي في يناير ، في اليابان عقب الحرب العالمية الثانية، لوالدين كلاهما يعمل في تدريس الأدب الياباني. في طفولته، كان يقرأ الأعمال الأدبية لعدة كتاب أمريكيين، أمثال كيرت فونجيت ، ريتشارد بروتيجان ، وجاك كيرواك .,10
وقد تأثر بشدة بالثقافة الغربية منذ سن مبكرة، وغالبا ما يظهر هذا التأثير في أعماله الأدبية، مما يفرقه عن الكتاب اليابانيين الآخرين.,10
درس الدراما بجامعة واسيدا في طوكيو.,10
بدأ عمله في محل للتسجيلات، ثم افتتح مقهى بطوكيو بمشاركة زوجته في عام .,10
في عام ، وأثناء مشاهدته لمباراة بيسبول باستاد جينجو، داهمه الإلهام لكتابة رواية.,10
"فشرع حينها في الكتابة، وانتهى من تأليف رواية ""استمع للرياح تغني "" المكونة من صفحة في الخريف من نفس العام، وشارك بها في مسابقة للكتاب الجدد والتي فاز فيها، ونشرت الرواية في العام التالي.",10
"نشرت روايته الثانية "", "" في عام . تدور الرواية حول مواضيع الوحدة والصداقة والقدر وتم ترشيح الرواية لجائزة أكوتاجاوا .",10
ومع النجاح الذي حققته أولى رواياته، قرر أن يواصل عمله في الكتابة بشكل دائم وباع المقهى الخاص به.,10
"في عام ، أصدر رواية ""مطاردة الخراف الجامحة ""، والتي شكلت مع الروايتين السابقتين سلسلة ""ثلاثية الفأر "".",10
